P1687	12746690	0.641304	0.0123487	0.157368	-1.1053
P1689	12748456	0.0543478	0.287391	0.015006	1.28221
P1691	12750901	0.0978261	0.236707	0.0150419	1.19691
P1696	12755908	0.0652174	0.181044	0.016772	1.0332
P1705	12761323	0.152174	0.272625	0.0201537	1.13121
P1707	12764164	0.25	0.0190736	0.0439746	-0.36277
P1713	12769143	0.23913	0.032753	0.0436627	-0.124859
P1714	12771347	0.163043	0.0637743	0.0417234	0.184267
P1721	12775120	0.130435	0.0589297	0.0342215	0.236035
P1733	12787130	0.163043	0.0645718	0.0361159	0.252344
P1735	12787968	0.0869565	0.081992	0.0274498	0.475233
P1743	12797853	0.173913	0.0530389	0.0343614	0.188524
P1753	12805213	0.347826	0.0504971	0.00855739	0.770925
P1754	12805455	0.130435	0.0824555	0.00325425	1.40377
P1757	12806016	0.163043	0.0584221	0.00215598	1.43293
P1760	12809343	0.163043	0.0584221	0.00215598	1.43293
P1763	12813640	0.315217	0.0617244	0.00385566	1.20436
P1767	12818278	0.347826	0.041738	0.00404567	1.01354
P1769	12820382	0.369565	0.0307152	0.00179132	1.23418
P1771	12821609	0.326087	0.0569605	0.0081553	0.844134
P1773	12827258	0.434783	0.0261977	0.0179753	0.163588
P1774	12829246	0.434783	0.0261977	0.0179753	0.163588
P1778	12833884	0.108696	0.0507975	0.0165851	0.486123
P1794	12867992	0.369565	0.0357128	0.022987	0.191342
P1800	12877609	0.0543478	0.0245912	0.0158893	0.189676
P1801	12878329	0.0543478	0.0245912	0.0158893	0.189676
P1805	12884066	0.543478	0.0208234	0.0204498	0.00786298
P1818	12898460	0.663043	0.0019815	0.0065956	-0.522261
P1822	12901718	0.782609	0.00218573	0.000262009	0.921282
